84	15	70	939	7800	18	37
85	21	348	1308	8000	14	41
86	9	649	1080	10900	570	18
87	19	48	1104	8200	10	45
88	10	258	1101	7750	19	36
89	9	763	1353	8000	300	25
90	7	323	1356	8150	11	44
91	26	212	1217	8100	12	43
92	27	1	1215	8550	3	52
93	22	117	1078	8000	14	41
94	9	438	1357	7900	16	39
95	26	48	1241	8500	4	51
96	12	210	1033	7700	20	35
97	25	209	1150	7950	15	40
98	16	622	1264	8360	260	27
99	28	900	1357	11200	560	19
100	10	24	1311	8700	1	55
101	6	235	848	8180	280	26
102	16	715	1079	10000	600	15
103	13	5	548	12400	520	23
104	12	28	1011	8050	13	42
105	11	118	1146	8150	11	44
106	19	71	1080	8100	12	43
107	10	255	1311	8200	10	45
108	25	396	1149	9260	160	32
109	15	415	1330	7900	16	39
110	13	97	687	8000	300	25
111	29	96	1377	8700	1	55
112	23	73	962	7850	17	38
113	5	186	1150	8000	14	41
114	8	166	1285	8350	7	48
115	8	211	1103	7850	17	38
116	13	96	1150	8200	10	45
117	5	209	1310	8300	8	47
118	18	162	1240	8250	9	46
119	12	70	1009	7950	15	40
120	12	162	1102	7950	15	40
121	26	50	965	7900	16	39
122	20	2	824	7700	20	35
123	9	187	964	9440	140	33
124	15	396	1147	9260	160	32
125	28	94	1264	8450	5	50
126	8	164	1288	8350	7	48
127	30	163	1379	8550	3	52
128	8	300	896	8000	300	25
129	9	372	1216	7750	19	36
130	16	49	962	7900	16	39
131	16	511	987	11500	550	20
132	14	439	1376	7950	15	40
133	10	212	1285	8250	9	46
134	30	28	1054	8150	11	44
135	9	370	1148	9440	140	33
136	16	462	1310	7750	19	36
137	18	395	918	12100	530	22
138	12	27	847	7700	20	35
139	17	300	1239	7950	15	40
140	8	25	1311	8700	1	55
141	11	1	1285	8700	1	55
142	25	302	1169	7800	18	37
143	26	210	710	11800	540	21
144	11	234	942	8900	200	30
145	20	28	1287	8650	1	54
146	18	208	942	9080	180	31
147	28	94	1241	8400	6	49
148	23	118	1354	8600	2	53
149	22	120	1241	8350	7	48
150	14	166	1310	8400	6	49
151	13	212	1333	8350	7	48
152	15	323	1196	7800	18	37
153	6	164	989	7700	20	35
154	11	96	872	9440	140	33
155	22	257	1126	7800	18	37
156	26	439	1357	7900	16	39
157	8	95	621	12100	530	22
158	12	3	529	12100	530	22
159	6	140	1307	8450	5	50
160	9	139	1286	8400	6	49
161	27	4	965	8000	14	41
162	16	165	940	9440	140	33
163	28	116	1127	8100	12	43
164	28	139	1215	8250	9	46
165	12	166	1080	7900	16	39
166	12	879	1263	10300	590	16
167	13	27	1288	8650	1	54
168	20	142	1379	8600	2	53
169	30	71	1193	8350	7	48
170	18	324	1217	7850	17	38
171	6	348	965	8180	280	26
172	7	49	1169	8350	7	48
173	27	325	1100	9440	140	33
174	30	49	1287	8600	2	53
175	5	72	1241	8450	5	50
176	13	47	1126	8250	9	46
177	25	208	1308	8300	8	47
178	27	419	1378	8000	14	41
179	29	324	1218	7850	17	38
180	6	209	1054	7750	19	36
181	17	70	1239	8450	5	50
182	28	280	1330	8200	10	45
183	12	233	1310	8250	9	46
184	29	648	1307	8540	240	28
185	24	258	1379	8350	7	48
186	5	188	1080	7850	17	38
187	16	97	1104	8100	12	43
188	19	303	1148	7750	19	36
189	17	369	1377	8100	12	43
190	18	143	989	7750	19	36
191	13	96	1265	8450	5	50
192	12	28	964	7950	15	40
193	21	93	989	7850	17	38
194	11	369	987	8180	280	26
195	27	533	1055	12100	530	22
196	24	255	1261	8100	12	43
197	15	395	1331	7950	15	40
198	12	438	1334	7850	17	38
199	20	27	895	7800	18	37
200	21	141	756	8180	280	26
201	27	324	1012	8720	220	29
202	23	280	1241	8000	14	41
203	28	301	828	12100	530	22
204	25	670	1330	8540	240	28
205	17	48	1242	8500	4	51
206	24	5	1217	8550	3	52
207	27	304	1242	7950	15	40
208	26	279	1262	8050	13	42
209	23	162	1054	7850	17	38
210	23	416	1333	7900	16	39
211	6	233	1146	7900	16	39
212	25	647	1173	12100	530	22
213	19	139	828	8720	220	29
214	11	649	1035	10300	590	16
215	12	442	942	11800	540	21
216	11	371	1219	7750	19	36
217	17	116	1309	8500	4	51
218	28	73	711	8360	260	27
219	15	212	1148	7950	15	40
220	19	2	962	8000	14	41
221	10	185	940	9260	160	32
222	22	142	965	7700	20	35
223	30	96	1102	8100	12	43
224	15	349	1356	8100	12	43
225	6	162	1127	8000	14	41
226	13	119	1146	8150	11	44
227	13	254	1124	7800	18	37
228	11	462	848	10300	590	16
229	7	3	1054	8200	10	45
230	6	346	1148	9620	120	34
231	6	119	1284	8450	5	50
232	30	396	1215	7700	20	35
233	28	116	1331	8550	3	52
234	20	257	1379	8350	7	48
235	13	301	1147	7750	19	36
236	21	348	1262	7900	16	39
237	14	2	1126	8350	7	48
238	25	555	940	10300	590	16
239	11	209	1308	8300	8	47
240	29	120	1376	8650	1	54
241	23	372	1354	8050	13	42
242	29	442	920	11500	550	20
243	16	165	1034	7800	18	37
244	21	120	1055	7950	15	40
245	25	50	1194	8400	6	49
246	26	3	873	7800	18	37
247	22	189	1101	7900	16	39
248	7	326	1033	8900	200	30
249	18	347	989	8360	260	27
250	24	162	1285	8350	7	48
251	10	4	940	7950	15	40
252	15	93	1008	7900	16	39
253	8	417	1008	8000	300	25
254	6	256	1380	8350	7	48
255	12	715	1263	12400	520	23
256	28	165	1333	8450	5	50
257	28	143	988	7750	19	36
258	25	24	506	11500	550	20
259	26	74	920	7750	19	36
260	11	47	1146	8300	8	47
261	25	348	1307	8000	14	41
262	18	139	1216	8250	9	46
263	19	371	1240	7800	18	37
264	13	231	1332	8300	8	47
265	26	116	920	9620	120	34
266	12	349	1217	7800	18	37
267	29	1	483	11500	550	20
268	19	463	1310	7750	19	36
269	11	323	1172	7750	19	36
270	12	26	985	8000	14	41
271	25	48	1195	8400	6	49
272	26	70	939	7800	18	37
273	21	187	621	10900	570	18
274	19	139	1100	8000	14	41
275	27	255	1377	8350	7	48
276	11	4	666	8540	240	28
277	24	140	1126	8050	13	42
278	18	72	1056	8050	13	42
279	11	232	1172	7950	15	40
280	27	94	989	7850	17	38
281	29	47	690	8360	260	27
282	5	324	1192	7800	18	37
283	21	2	1195	8500	4	51
284	8	25	963	7950	15	40
285	23	166	711	12400	520	23
286	19	208	1216	8100	12	43
287	22	208	1079	7800	18	37
288	30	119	1148	8150	11	44
289	27	141	1103	8000	14	41
290	13	187	1193	8100	12	43
291	14	209	759	12400	520	23
292	29	392	1286	7850	17	38
293	10	211	1356	8400	6	49
294	14	187	1058	7800	18	37
295	21	301	1262	8000	14	41
296	19	900	1263	10000	600	15
297	20	717	1124	10600	580	17
298	25	717	1126	10600	580	17
299	26	486	919	10900	570	18
300	26	72	1058	8050	13	42
301	30	24	1285	8650	1	54
302	27	326	1284	8000	14	41
303	22	255	1193	7950	15	40
304	12	120	1010	7850	17	38
305	22	300	1173	7800	18	37
306	27	281	1332	8200	10	45
307	11	393	920	12100	530	22
308	28	440	964	12100	530	22
309	26	393	1309	7900	16	39
310	10	139	965	7700	20	35
311	15	142	895	9260	160	32
312	17	395	1123	9080	180	31
313	13	510	896	10300	590	16
314	15	27	894	7800	18	37
315	19	440	1356	7900	16	39
316	17	346	1357	8100	12	43
317	16	2	1215	8550	3	52
318	15	281	1311	8150	11	44
319	27	51	548	11800	540	21
320	7	4	872	7800	18	37
321	19	486	1009	12100	530	22
322	11	74	873	9620	120	34
323	9	370	1262	7850	17	38
324	29	349	1285	7950	15	40
325	20	649	1196	12400	520	23
326	30	763	1287	12100	530	22
327	30	188	1146	8000	14	41
328	29	95	916	7700	20	35
329	27	120	1172	8200	10	45
330	15	302	1241	7950	15	40
331	22	507	1356	7750	19	36
332	22	325	1196	7800	18	37
333	30	93	1123	8150	11	44
334	10	51	894	7750	19	36
335	14	277	1124	7750	19	36
336	28	74	1334	8650	1	54
337	17	463	1285	7700	20	35
338	26	3	1216	8550	3	52
339	19	369	824	11200	560	19
340	12	324	1354	8150	11	44
341	10	255	1285	8150	11	44
342	12	257	1193	7950	15	40
343	20	373	1215	7750	19	36
344	25	304	1265	8000	14	41
345	28	117	573	11200	560	19
346	19	162	1215	8200	10	45
347	15	465	1263	9620	120	34
348	27	139	1127	8050	13	42
349	28	718	1262	12400	520	23
350	12	417	1376	8000	14	41
351	5	74	1101	8150	11	44
352	18	231	1331	8300	8	47
353	20	600	987	10300	590	16
354	23	25	1032	8100	12	43
355	6	71	1196	8350	7	48
356	20	116	1194	8250	9	46
357	24	235	1104	7800	18	37
358	25	254	1125	7800	18	37
359	30	50	1035	8050	13	42
360	10	235	1331	8300	8	47
361	8	141	1010	7800	18	37
362	27	2	895	7850	17	38
363	18	647	1127	11500	550	20
364	22	304	1356	8200	10	45
365	30	509	1033	12100	530	22
366	23	28	1173	8400	6	49
367	27	304	1215	7900	16	39
368	13	715	1215	11800	540	21
369	28	97	848	9260	160	32
370	27	71	549	11500	550	20
371	16	373	1196	7700	20	35
372	24	531	1055	12100	530	22
373	10	51	528	11500	550	20
374	23	695	1123	10900	570	18
375	27	277	1196	7900	16	39
376	25	1	620	8180	280	26
377	29	116	1353	8600	2	53
378	10	120	986	7800	18	37
379	14	48	870	7700	20	35
380	26	323	1218	7850	17	38
381	9	47	1103	8200	10	45
382	30	461	1333	7800	18	37
383	29	372	1264	7850	17	38
384	30	714	1078	10000	600	15
385	9	26	893	7800	18	37
386	26	163	1216	8200	10	45
387	18	143	1308	8450	5	50
388	23	4	987	8050	13	42
389	19	484	1331	7750	19	36
390	28	166	1192	8150	11	44
391	12	602	1217	8180	280	26
392	23	441	943	11800	540	21
393	20	348	1334	8050	13	42
394	12	256	1238	8050	13	42
395	16	442	1376	7950	15	40
396	15	70	1079	8100	12	43
397	6	258	1010	9260	160	32
398	13	323	1149	7700	20	35
399	8	510	1217	8900	200	30
400	19	140	1331	8500	4	51
401	19	254	1147	7850	17	38
402	10	162	1125	8000	14	41
403	22	234	874	8360	260	27
404	20	94	962	7800	18	37
405	21	188	1169	8050	13	42
406	6	439	1196	9260	160	32
407	23	373	1379	8100	12	43
408	29	2	1196	8500	4	51
409	12	96	1056	8000	14	41
410	20	440	963	12100	530	22
411	16	27	1077	8200	10	45
412	24	94	1263	8450	5	50
413	11	233	1195	8000	14	41
414	21	73	778	8900	200	30
415	26	116	1032	7900	16	39
416	14	97	1215	8350	7	48
417	24	93	986	7850	17	38
418	20	488	1334	7750	19	36
419	6	73	803	9080	180	31
420	5	277	1149	7800	18	37
421	9	785	1311	12100	530	22
422	19	1	1263	8650	1	54
423	19	93	1219	8350	7	48
424	19	72	1124	8200	10	45
425	13	49	1311	8650	1	54
426	24	27	917	7850	17	38
427	26	373	1377	8100	12	43
428	11	394	943	12400	520	23
429	30	50	1058	8100	12	43
430	16	232	1311	8250	9	46
431	23	370	1308	7950	15	40
432	19	73	1218	8400	6	49
433	17	97	1331	8600	2	53
434	18	347	732	10300	590	16
435	18	740	1216	11500	550	20
436	29	532	1356	7700	20	35
437	15	96	963	7800	18	37
438	30	211	1147	7950	15	40
439	22	48	917	7800	18	37
440	9	763	1378	8180	280	26
441	27	877	1310	10900	570	18
442	24	185	1125	7950	15	40
443	20	645	1195	12400	520	23
444	11	902	1285	10300	590	16
445	24	577	1217	8360	260	27
446	21	740	1379	8360	260	27
447	12	208	986	9440	140	33
448	18	189	1264	8250	9	46
449	22	231	1149	7900	16	39
450	26	162	1310	8400	6	49
451	13	394	893	11800	540	21
452	7	188	1195	8100	12	43
453	8	278	689	10600	580	17
454	7	350	1169	7700	20	35
455	26	187	1011	7700	20	35
456	30	510	1378	7800	18	37
457	26	2	1123	8350	7	48
458	29	280	1192	7900	16	39
459	10	234	1241	8100	12	43
460	7	485	1284	9620	120	34
461	26	27	1172	8400	6	49
462	15	602	1011	10600	580	17
463	12	95	917	7700	20	35
464	10	350	897	12400	520	23
465	21	141	1057	7900	16	39
466	8	304	1286	8050	13	42
467	27	27	1288	8650	1	54
468	11	73	1193	8350	7	48
469	30	48	1080	8150	11	44
470	18	186	1310	8350	7	48
471	15	142	1217	8250	9	46
472	5	120	986	7800	18	37
473	21	163	803	8360	260	27
474	21	280	1309	8150	11	44
475	16	209	1376	8450	5	50
476	12	208	1149	7950	15	40
477	15	96	1034	7950	15	40
478	22	555	1308	9260	160	32
479	20	255	1031	9440	140	33
480	7	5	1033	8150	11	44
481	15	27	391	10000	600	15
482	22	232	1011	9440	140	33
483	27	396	1263	7800	18	37
484	12	415	1101	8720	220	29
485	30	534	1378	7750	19	36
486	28	510	1330	7700	20	35
487	5	327	1355	8150	11	44
488	26	350	1193	7750	19	36
489	10	189	641	11200	560	19
490	8	718	1173	11200	560	19
491	15	141	1239	8300	8	47
492	25	165	665	11800	540	21
493	24	2	894	7850	17	38
494	10	691	1308	8180	280	26
495	28	231	920	8720	220	29
496	22	256	1193	7950	15	40
497	18	234	1379	8400	6	49
498	29	48	874	7700	20	35
499	19	95	1265	8450	5	50
500	15	324	1284	8000	14	41
501	18	210	1264	8200	10	45
502	28	833	1334	11800	540	21
503	21	715	1125	10600	580	17
504	14	2	849	7750	19	36
505	9	188	1380	8500	4	51
506	23	231	1378	8400	6	49
507	21	486	1354	7800	18	37
508	25	185	1215	8150	11	44
509	25	465	1355	7850	17	38
510	25	671	1125	11200	560	19
511	6	212	1241	8150	11	44
512	16	346	1215	7800	18	37
513	22	186	1218	8150	11	44
514	29	623	1238	8180	280	26
515	28	70	1010	7950	15	40
516	16	394	1286	7850	17	38
517	14	691	1355	8540	240	28
518	7	415	1377	8000	14	41
519	20	116	1242	8350	7	48
520	18	210	1311	8300	8	47
521	27	116	1377	8650	1	54
522	23	50	872	7700	20	35
523	20	371	1194	7700	20	35
524	19	737	1170	10900	570	18
525	5	141	989	7750	19	36
526	26	714	1149	10900	570	18
527	13	73	1009	7950	15	40
528	23	921	1380	11200	560	19
529	18	787	1240	11200	560	19
530	18	212	1241	8150	11	44
531	22	487	1238	9260	160	32
532	27	140	1264	8350	7	48
533	30	187	1192	8100	12	43
534	11	255	642	10300	590	16
535	7	350	827	11500	550	20
536	23	162	1195	8150	11	44
537	30	924	1287	10000	600	15
538	21	579	1378	9620	120	34
539	25	74	598	12100	530	22
540	6	348	1238	7850	17	38
541	15	97	920	7700	20	35
542	14	715	1263	12400	520	23
543	12	488	1377	7850	17	38
544	30	325	1169	7750	19	36
545	5	626	1311	8720	220	29
546	16	509	1034	12100	530	22
547	11	302	1334	8150	11	44
548	19	4	1169	8450	5	50
549	19	254	1170	7900	16	39
550	26	139	1031	7850	17	38
551	17	48	1307	8650	1	54
552	20	350	1263	7900	16	39
553	19	415	782	10000	600	15
554	12	165	1058	7850	17	38
555	8	783	1149	10000	600	15
556	16	187	1378	8500	4	51
557	25	119	1173	8200	10	45
558	10	256	1100	7750	19	36
559	10	74	1012	7950	15	40
560	29	235	1379	8400	6	49
561	24	371	1264	7850	17	38
562	27	300	872	12700	510	24
563	24	532	1100	12700	510	24
564	10	417	1262	7750	19	36
565	25	165	1332	8450	5	50
566	11	120	1217	8300	8	47
567	15	370	1194	7700	20	35
568	11	116	1173	8200	10	45
569	12	511	1330	7700	20	35
570	6	212	1150	7950	15	40
571	11	302	1265	8000	14	41
572	16	116	1284	8450	5	50
573	30	303	1357	8200	10	45
574	12	463	851	10300	590	16
575	13	234	1195	8000	14	41
576	21	255	710	11200	560	19
577	24	254	1238	8050	13	42
578	8	93	1148	8200	10	45
579	5	209	1265	8200	10	45
580	10	47	962	7900	16	39
581	27	234	1102	7800	18	37
582	23	233	1311	8250	9	46
583	17	70	964	7850	17	38
584	6	117	1376	8650	1	54
585	30	281	1309	8150	11	44
586	8	300	1195	7850	17	38
587	19	119	1125	8100	12	43
588	28	49	943	7850	17	38
589	15	393	1285	7850	17	38
590	30	96	1170	8250	9	46
591	23	27	1173	8400	6	49
592	8	256	1353	8300	8	47
593	25	327	1264	7950	15	40
594	28	95	918	7700	20	35
595	17	234	965	9080	180	31
596	21	143	506	10000	600	15
597	29	142	1172	8150	11	44
598	15	25	872	7750	19	36
599	11	325	1172	7750	19	36
600	18	47	687	8360	260	27
601	6	255	1308	8200	10	45
602	17	300	1308	8100	12	43
603	29	28	1149	8350	7	48
604	23	370	987	8180	280	26
605	17	235	1286	8200	10	45
606	23	442	1169	9080	180	31
607	17	327	1172	7750	19	36
608	16	97	804	8900	200	30
609	23	97	1356	8650	1	54
610	27	370	1079	8900	200	30
611	7	48	1124	8250	9	46
612	11	73	1333	8650	1	54
613	13	93	1309	8550	3	52
614	22	162	897	9080	180	31
615	22	302	1241	7950	15	40
616	11	327	1238	7900	16	39
617	21	833	1331	11800	540	21
618	12	534	1011	11500	550	20
619	24	71	712	8360	260	27
620	21	93	735	8360	260	27
621	29	346	1376	8150	11	44
622	25	370	848	11500	550	20
623	5	602	985	10300	590	16
624	17	393	1331	7950	15	40
625	27	625	1058	10900	570	18
626	6	119	1195	8250	9	46
627	20	163	1311	8400	6	49
628	26	48	1031	8050	13	42
629	29	902	1379	11500	550	20
630	23	28	966	7950	15	40
631	16	162	1241	8250	9	46
632	21	94	1215	8350	7	48
633	17	116	1103	8050	13	42
634	16	189	1031	7750	19	36
635	27	438	1264	7700	20	35
636	6	441	1150	8900	200	30
637	13	281	1355	8250	9	46
638	20	186	1146	8000	14	41
639	24	324	1355	8150	11	44
640	9	189	1354	8450	5	50
641	20	28	849	7700	20	35
642	22	5	916	7900	16	39
643	15	2	939	7950	15	40
644	8	281	1376	8300	8	47
645	14	231	826	8000	300	25
646	19	51	1124	8250	9	46
647	15	323	1195	7800	18	37
648	12	164	873	8900	200	30
649	28	70	734	8540	240	28
650	27	118	1101	8050	13	42
651	15	118	918	9620	120	34
652	10	668	1288	8180	280	26
653	24	5	1147	8400	6	49
654	20	70	1031	8000	14	41
655	19	441	1285	7750	19	36
656	24	164	1172	8100	12	43
657	21	415	1285	7800	18	37
658	10	209	759	12400	520	23
659	15	258	1308	8200	10	45
660	12	255	1104	7750	19	36
661	28	72	1169	8300	8	47
662	24	96	1193	8300	8	47
663	27	326	1308	8050	13	42
664	25	185	1011	7700	20	35
665	14	695	1077	10300	590	16
666	15	48	940	7850	17	38
667	14	94	1356	8650	1	54
668	23	235	1196	8000	14	41
669	29	254	941	8720	220	29
670	12	3	1173	8450	5	50
671	29	118	1054	7950	15	40
672	25	95	1031	7950	15	40
673	20	48	1103	8200	10	45
674	28	257	1334	8250	9	46
675	22	142	1010	7800	18	37
676	9	186	755	12700	510	24
677	14	304	1194	7850	17	38
678	23	50	873	7700	20	35
679	21	139	689	12400	520	23
680	30	120	1196	8250	9	46
681	5	369	1215	7750	19	36
682	17	118	1333	8550	3	52
683	17	97	1288	8500	4	51
684	17	209	941	9080	180	31
685	24	5	988	8050	13	42
686	30	2	1034	8150	11	44
687	13	346	1380	8150	11	44
688	5	4	1286	8700	1	55
689	10	439	1261	7700	20	35
690	16	1	1077	8250	9	46
691	24	304	1054	9260	160	32
692	6	25	1172	8400	6	49
693	5	346	1376	8150	11	44
694	25	162	1308	8400	6	49
695	20	208	1102	7850	17	38
696	17	187	617	10900	570	18
697	6	578	1081	11800	540	21
698	21	27	1284	8650	1	54
699	10	350	1219	7800	18	37
700	10	346	1170	7700	20	35
701	18	346	1078	9080	180	31
702	17	97	1194	8300	8	47
703	6	577	1058	11500	550	20
704	30	187	1009	7700	20	35
705	18	233	1124	7850	17	38
706	14	164	1148	8050	13	42
707	10	141	526	10300	590	16
708	22	74	1008	7950	15	40
709	10	762	1125	10000	600	15
710	21	255	1195	7950	15	40
711	5	188	690	11800	540	21
712	28	74	435	10000	600	15
713	25	507	1238	9080	180	31
714	14	186	1242	8200	10	45
715	11	208	1240	8150	11	44
716	15	142	1219	8250	9	46
717	29	258	1288	8150	11	44
718	23	49	917	7800	18	37
719	28	348	893	12400	520	23
720	26	165	1218	8200	10	45
721	30	441	1376	7950	15	40
722	6	27	918	7850	17	38
723	8	48	504	11200	560	19
724	28	210	1287	8250	9	46
725	5	49	1079	8150	11	44
726	17	346	1264	7900	16	39
727	26	5	1264	8650	1	54
728	16	603	989	10300	590	16
729	30	350	1356	8100	12	43
730	8	441	1379	7950	15	40
731	29	139	1333	8500	4	51
732	30	393	1218	7700	20	35
733	16	347	1288	7950	15	40
734	10	208	1263	8200	10	45
735	29	304	1380	8250	9	46
736	6	534	1241	8900	200	30
737	26	118	778	8540	240	28
738	15	349	1217	7800	18	37
739	7	258	1334	8250	9	46
740	30	304	1331	8150	11	44
741	30	49	872	7700	20	35
742	21	73	1285	8550	3	52
743	30	95	1379	8700	1	55
744	17	258	847	8000	300	25
745	13	278	1287	8100	12	43
746	24	165	1196	8150	11	44
747	22	188	1101	7900	16	39
748	24	302	1261	8000	14	41
749	17	95	988	7850	17	38
750	19	74	848	9440	140	33
751	13	323	1008	8720	220	29
752	25	257	1147	7850	17	38
753	22	140	1054	7900	16	39
754	17	74	1307	8600	2	53
755	20	280	1287	8100	12	43
756	8	96	619	12100	530	22
757	6	277	1354	8250	9	46
758	24	118	1031	7900	16	39
759	19	211	1309	8300	8	47
760	24	325	1079	9260	160	32
761	20	143	759	8180	280	26
762	13	465	1058	8000	300	25
763	11	188	1194	8100	12	43
764	20	165	1104	7950	15	40
765	20	323	1196	7800	18	37
766	10	71	943	7800	18	37
767	12	50	1264	8550	3	52
768	14	3	1056	8200	10	45
769	15	256	1100	7750	19	36
770	27	738	1240	11800	540	21
771	12	95	1057	8000	14	41
772	15	73	1031	8000	14	41
773	20	1	433	10900	570	18
774	29	488	1285	9620	120	34
775	25	921	1330	10600	580	17
776	10	118	712	8000	300	25
777	15	117	1261	8400	6	49
778	20	185	1031	7750	19	36
779	10	373	1173	9620	120	34
780	17	209	1034	7700	20	35
781	5	141	1288	8400	6	49
782	16	116	689	12700	510	24
783	28	27	917	7850	17	38
784	21	277	1284	8100	12	43
785	16	26	391	10000	600	15
786	5	163	1333	8450	5	50
787	16	393	1241	7750	19	36
788	16	301	1058	9260	160	32
789	5	348	943	8000	300	25
790	6	212	1149	7950	15	40
791	15	624	1054	10900	570	18
792	11	511	1032	12100	530	22
793	19	258	1377	8350	7	48
794	14	232	690	11200	560	19
795	8	143	1054	7900	16	39
796	10	371	1216	7750	19	36
797	15	212	1353	8400	6	49
798	8	326	1217	7850	17	38
799	26	486	1357	7800	18	37
800	21	71	1172	8300	8	47
801	28	2	1195	8500	4	51
802	13	143	1146	8100	12	43
803	14	73	1357	8700	1	55
804	22	462	1377	7900	16	39
805	30	760	1310	12400	520	23
806	8	624	1150	12100	530	22
807	20	461	1101	8360	260	27
808	9	419	1262	7750	19	36
809	9	96	666	12700	510	24
810	23	485	1377	7850	17	38
811	28	28	939	7900	16	39
812	16	71	1332	8650	1	54
813	28	323	1288	8000	14	41
814	5	94	870	9440	140	33
815	13	647	1263	8180	280	26
816	12	162	918	9260	160	32
817	16	485	1332	7750	19	36
818	10	165	1127	8000	14	41
819	23	166	987	7700	20	35
820	15	278	1356	8250	9	46
821	6	73	1125	8200	10	45
822	22	139	1357	8550	3	52
823	13	254	1079	7700	20	35
824	20	70	1307	8600	2	53
825	8	188	1379	8500	4	51
826	11	4	1241	8600	2	53
827	16	419	778	10000	600	15
828	10	71	436	10000	600	15
829	6	95	1284	8500	4	51
830	10	141	966	7700	20	35
831	20	51	1239	8500	4	51
832	14	326	1333	8100	12	43
833	28	73	1284	8550	3	52
834	30	141	1008	7800	18	37
835	21	1	412	10600	580	17
836	6	26	1008	8050	13	42
837	29	163	1077	7900	16	39
838	13	166	755	8000	300	25
839	28	165	1309	8400	6	49
840	10	279	1330	8200	10	45
841	26	438	1310	7800	18	37
842	16	511	1307	9620	120	34
843	14	349	1284	7950	15	40
844	14	462	1239	9440	140	33
845	27	235	1355	8350	7	48
846	9	439	1377	7950	15	40
847	16	325	1218	7850	17	38
848	17	3	621	8180	280	26
849	17	212	1010	9620	120	34
850	8	346	1307	8000	14	41
851	16	462	871	10600	580	17
852	18	232	1173	7950	15	40
853	10	372	1310	7950	15	40
854	10	28	850	7700	20	35
855	15	533	920	10300	590	16
856	6	553	1124	12700	510	24
857	8	304	1215	7900	16	39
858	23	279	1357	8250	9	46
859	7	488	1104	8180	280	26
860	27	484	1173	8720	220	29
861	5	27	989	8000	14	41
862	24	95	1101	8100	12	43
863	18	186	1101	7900	16	39
864	22	140	1288	8400	6	49
865	22	277	1102	7700	20	35
866	14	70	1123	8200	10	45
867	22	1	781	9440	140	33
868	11	277	920	8360	260	27
869	29	235	1334	8300	8	47
870	5	210	849	8360	260	27
871	22	577	1239	8540	240	28
872	15	118	1355	8600	2	53
873	24	188	1262	8250	9	46
874	8	373	1378	8100	12	43
875	11	878	1242	10000	600	15
876	27	119	779	8540	240	28
877	28	350	963	8180	280	26
878	22	580	1216	8360	260	27
879	28	166	1078	7900	16	39
880	23	281	1195	7900	16	39
881	27	28	1148	8350	7	48
882	20	189	1216	8150	11	44
883	18	26	986	8000	14	41
884	18	186	1192	8100	12	43
885	6	349	1355	8100	12	43
886	16	51	1242	8500	4	51
887	13	347	1288	7950	15	40
888	5	441	1217	9440	140	33
